idn,country,year,reg_4state
77,"Turkey",1987,1
77,"Turkey",1988,1
77,"Turkey",1989,1
77,"Turkey",1990,1
77,"Turkey",1991,1
77,"Turkey",1992,1
77,"Turkey",1993,1
77,"Turkey",1994,1
77,"Turkey",1995,1
77,"Turkey",1996,1
77,"Turkey",1997,1
77,"Turkey",1998,1
77,"Turkey",1999,1
77,"Turkey",2000,1
77,"Turkey",2001,2
77,"Turkey",2002,2
77,"Turkey",2003,2
77,"Turkey",2004,2
77,"Turkey",2005,2
77,"Turkey",2006,2
78,"Uganda",1987,1
78,"Uganda",1988,1
78,"Uganda",1989,1
78,"Uganda",1990,1
78,"Uganda",1991,1
78,"Uganda",1992,1
78,"Uganda",1993,1
78,"Uganda",1994,1
78,"Uganda",1995,1
78,"Uganda",1996,4
78,"Uganda",1997,4
78,"Uganda",1998,4
78,"Uganda",1999,4
78,"Uganda",2000,4
78,"Uganda",2001,4
78,"Uganda",2002,4
78,"Uganda",2003,4
78,"Uganda",2004,4
78,"Uganda",2005,4
78,"Uganda",2006,4
79,"United Arab Emirates",1987,1
79,"United Arab Emirates",1988,1
79,"United Arab Emirates",1989,1
79,"United Arab Emirates",1990,1
79,"United Arab Emirates",1991,1
79,"United Arab Emirates",1992,1
79,"United Arab Emirates",1993,1
79,"United Arab Emirates",1994,1
79,"United Arab Emirates",1995,1
79,"United Arab Emirates",1996,1
79,"United Arab Emirates",1997,1
79,"United Arab Emirates",1998,1
79,"United Arab Emirates",1999,1
79,"United Arab Emirates",2000,3
79,"United Arab Emirates",2001,3
79,"United Arab Emirates",2002,3
79,"United Arab Emirates",2003,3
79,"United Arab Emirates",2004,3
79,"United Arab Emirates",2005,3
79,"United Arab Emirates",2006,3
80,"United Kingdom",1987,4
80,"United Kingdom",1988,4
80,"United Kingdom",1989,4
80,"United Kingdom",1990,4
80,"United Kingdom",1991,4
80,"United Kingdom",1992,4
80,"United Kingdom",1993,4
80,"United Kingdom",1994,4
80,"United Kingdom",1995,4
80,"United Kingdom",1996,4
80,"United Kingdom",1997,3
80,"United Kingdom",1998,3
80,"United Kingdom",1999,3
80,"United Kingdom",2000,3
80,"United Kingdom",2001,3
80,"United Kingdom",2002,3
80,"United Kingdom",2003,3
80,"United Kingdom",2004,3
80,"United Kingdom",2005,3
80,"United Kingdom",2006,3
81,"United States",1987,4
81,"United States",1988,4
81,"United States",1989,4
81,"United States",1990,4
81,"United States",1991,4
81,"United States",1992,4
81,"United States",1993,4
81,"United States",1994,4
81,"United States",1995,4
81,"United States",1996,4
81,"United States",1997,4
81,"United States",1998,4
81,"United States",1999,4
81,"United States",2000,4
81,"United States",2001,4
81,"United States",2002,4
81,"United States",2003,4
81,"United States",2004,4
81,"United States",2005,4
81,"United States",2006,4
82,"Vietnam",1987,1
82,"Vietnam",1988,1
82,"Vietnam",1989,1
82,"Vietnam",1990,1
82,"Vietnam",1991,1
82,"Vietnam",1992,1
82,"Vietnam",1993,1
82,"Vietnam",1994,1
82,"Vietnam",1995,1
82,"Vietnam",1996,4
82,"Vietnam",1997,4
82,"Vietnam",1998,4
82,"Vietnam",1999,4
82,"Vietnam",2000,4
82,"Vietnam",2001,4
82,"Vietnam",2002,4
82,"Vietnam",2003,4
82,"Vietnam",2004,4
82,"Vietnam",2005,4
82,"Vietnam",2006,4
83,"Zambia",1987,1
83,"Zambia",1988,1
83,"Zambia",1989,1
83,"Zambia",1990,1
83,"Zambia",1991,1
83,"Zambia",1992,1
83,"Zambia",1993,4
83,"Zambia",1994,4
83,"Zambia",1995,4
83,"Zambia",1996,4
83,"Zambia",1997,4
83,"Zambia",1998,4
83,"Zambia",1999,4
83,"Zambia",2000,4
83,"Zambia",2001,4
83,"Zambia",2002,4
83,"Zambia",2003,4
83,"Zambia",2004,4
83,"Zambia",2005,4
83,"Zambia",2006,4
