country,year,reg_4state,sec_reg_name
"Taiwan",1994,"Central Bank/MoF","Neither"
"Taiwan",1995,"Central Bank/MoF","Neither"
"Taiwan",1996,"Central Bank/MoF","Neither"
"Taiwan",1997,"Central Bank/MoF","Neither"
"Taiwan",1998,"Central Bank/MoF","Neither"
"Taiwan",1999,"Central Bank/MoF","Neither"
"Taiwan",2000,"Central Bank/MoF","Neither"
"Taiwan",2001,"Central Bank/MoF","Neither"
"Taiwan",2002,"Central Bank/MoF","Neither"
"Taiwan",2003,"Central Bank/MoF","Neither"
"Taiwan",2004,"Single Specialised","FSA"
"Taiwan",2005,"Single Specialised","FSA"
"Taiwan",2006,"Single Specialised","FSA"
"Thailand",1987,"Central Bank/MoF","Neither"
"Thailand",1988,"Central Bank/MoF","Neither"
"Thailand",1989,"Central Bank/MoF","Neither"
"Thailand",1990,"Central Bank/MoF","Neither"
"Thailand",1991,"Central Bank/MoF","Neither"
"Thailand",1992,"Central Bank/Multiple Specialised","SEC"
"Thailand",1993,"Central Bank/Multiple Specialised","SEC"
"Thailand",1994,"Central Bank/Multiple Specialised","SEC"
"Thailand",1995,"Central Bank/Multiple Specialised","SEC"
"Thailand",1996,"Central Bank/Multiple Specialised","SEC"
"Thailand",1997,"Central Bank/Multiple Specialised","SEC"
"Thailand",1998,"Central Bank/Multiple Specialised","SEC"
"Thailand",1999,"Central Bank/Multiple Specialised","SEC"
"Thailand",2000,"Central Bank/Multiple Specialised","SEC"
"Thailand",2001,"Central Bank/Multiple Specialised","SEC"
"Thailand",2002,"Central Bank/Multiple Specialised","SEC"
"Thailand",2003,"Central Bank/Multiple Specialised","SEC"
"Thailand",2004,"Central Bank/Multiple Specialised","SEC"
"Thailand",2005,"Central Bank/Multiple Specialised","SEC"
"Thailand",2006,"Central Bank/Multiple Specialised","SEC"
"Turkey",1987,"Central Bank/MoF","Neither"
"Turkey",1988,"Central Bank/MoF","Neither"
"Turkey",1989,"Central Bank/MoF","Neither"
"Turkey",1990,"Central Bank/MoF","Neither"
"Turkey",1991,"Central Bank/MoF","Neither"
"Turkey",1992,"Central Bank/MoF","Neither"
"Turkey",1993,"Central Bank/MoF","Neither"
"Turkey",1994,"Central Bank/MoF","Neither"
"Turkey",1995,"Central Bank/MoF","Neither"
"Turkey",1996,"Central Bank/MoF","Neither"
"Turkey",1997,"Central Bank/MoF","Neither"
"Turkey",1998,"Central Bank/MoF","Neither"
"Turkey",1999,"Central Bank/MoF","Neither"
"Turkey",2000,"Central Bank/MoF","Neither"
"Turkey",2001,"Multiple Specialised","FSA"
"Turkey",2002,"Multiple Specialised","FSA"
"Turkey",2003,"Multiple Specialised","FSA"
"Turkey",2004,"Multiple Specialised","FSA"
"Turkey",2005,"Multiple Specialised","FSA"
"Turkey",2006,"Multiple Specialised","FSA"
"Uganda",1987,"Central Bank/MoF","Neither"
"Uganda",1988,"Central Bank/MoF","Neither"
"Uganda",1989,"Central Bank/MoF","Neither"
"Uganda",1990,"Central Bank/MoF","Neither"
"Uganda",1991,"Central Bank/MoF","Neither"
"Uganda",1992,"Central Bank/MoF","Neither"
"Uganda",1993,"Central Bank/MoF","Neither"
"Uganda",1994,"Central Bank/MoF","Neither"
"Uganda",1995,"Central Bank/MoF","Neither"
"Uganda",1996,"Central Bank/Multiple Specialised","Neither"
"Uganda",1997,"Central Bank/Multiple Specialised","Neither"
"Uganda",1998,"Central Bank/Multiple Specialised","Neither"
"Uganda",1999,"Central Bank/Multiple Specialised","Neither"
"Uganda",2000,"Central Bank/Multiple Specialised","Neither"
"Uganda",2001,"Central Bank/Multiple Specialised","Neither"
"Uganda",2002,"Central Bank/Multiple Specialised","Neither"
"Uganda",2003,"Central Bank/Multiple Specialised","Neither"
"Uganda",2004,"Central Bank/Multiple Specialised","Neither"
"Uganda",2005,"Central Bank/Multiple Specialised","Neither"
"Uganda",2006,"Central Bank/Multiple Specialised","Neither"
"United Arab Emirates",1987,"Central Bank/MoF","Neither"
"United Arab Emirates",1988,"Central Bank/MoF","Neither"
"United Arab Emirates",1989,"Central Bank/MoF","Neither"
"United Arab Emirates",1990,"Central Bank/MoF","Neither"
"United Arab Emirates",1991,"Central Bank/MoF","Neither"
"United Arab Emirates",1992,"Central Bank/MoF","Neither"
"United Arab Emirates",1993,"Central Bank/MoF","Neither"
"United Arab Emirates",1994,"Central Bank/MoF","Neither"
"United Arab Emirates",1995,"Central Bank/MoF","Neither"
"United Arab Emirates",1996,"Central Bank/MoF","Neither"
"United Arab Emirates",1997,"Central Bank/MoF","Neither"
"United Arab Emirates",1998,"Central Bank/MoF","Neither"
"United Arab Emirates",1999,"Central Bank/MoF","Neither"
"United Arab Emirates",2000,"Single Specialised","Neither"
"United Arab Emirates",2001,"Single Specialised","Neither"
"United Arab Emirates",2002,"Single Specialised","Neither"
"United Arab Emirates",2003,"Single Specialised","Neither"
"United Arab Emirates",2004,"Single Specialised","Neither"
"United Arab Emirates",2005,"Single Specialised","Neither"
"United Arab Emirates",2006,"Single Specialised","Neither"
"United Kingdom",1987,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1988,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1989,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1990,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1991,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1992,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1993,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1994,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1995,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1996,"Central Bank/Multiple Specialised","Neither"
"United Kingdom",1997,"Single Specialised","FSA"
"United Kingdom",1998,"Single Specialised","FSA"
"United Kingdom",1999,"Single Specialised","FSA"
"United Kingdom",2000,"Single Specialised","FSA"
"United Kingdom",2001,"Single Specialised","FSA"
"United Kingdom",2002,"Single Specialised","FSA"
"United Kingdom",2003,"Single Specialised","FSA"
"United Kingdom",2004,"Single Specialised","FSA"
"United Kingdom",2005,"Single Specialised","FSA"
"United Kingdom",2006,"Single Specialised","FSA"
"United States",1987,"Central Bank/Multiple Specialised","SEC"
"United States",1988,"Central Bank/Multiple Specialised","SEC"
"United States",1989,"Central Bank/Multiple Specialised","SEC"
"United States",1990,"Central Bank/Multiple Specialised","SEC"
"United States",1991,"Central Bank/Multiple Specialised","SEC"
"United States",1992,"Central Bank/Multiple Specialised","SEC"
"United States",1993,"Central Bank/Multiple Specialised","SEC"
"United States",1994,"Central Bank/Multiple Specialised","SEC"
"United States",1995,"Central Bank/Multiple Specialised","SEC"
"United States",1996,"Central Bank/Multiple Specialised","SEC"
"United States",1997,"Central Bank/Multiple Specialised","SEC"
"United States",1998,"Central Bank/Multiple Specialised","SEC"
"United States",1999,"Central Bank/Multiple Specialised","SEC"
"United States",2000,"Central Bank/Multiple Specialised","SEC"
"United States",2001,"Central Bank/Multiple Specialised","SEC"
"United States",2002,"Central Bank/Multiple Specialised","SEC"
"United States",2003,"Central Bank/Multiple Specialised","SEC"
"United States",2004,"Central Bank/Multiple Specialised","SEC"
"United States",2005,"Central Bank/Multiple Specialised","SEC"
"United States",2006,"Central Bank/Multiple Specialised","SEC"
"Vietnam",1987,"Central Bank/MoF","Neither"
"Vietnam",1988,"Central Bank/MoF","Neither"
"Vietnam",1989,"Central Bank/MoF","Neither"
"Vietnam",1990,"Central Bank/MoF","Neither"
"Vietnam",1991,"Central Bank/MoF","Neither"
"Vietnam",1992,"Central Bank/MoF","Neither"
"Vietnam",1993,"Central Bank/MoF","Neither"
"Vietnam",1994,"Central Bank/MoF","Neither"
"Vietnam",1995,"Central Bank/MoF","Neither"
"Vietnam",1996,"Central Bank/Multiple Specialised","SEC"
"Vietnam",1997,"Central Bank/Multiple Specialised","SEC"
"Vietnam",1998,"Central Bank/Multiple Specialised","SEC"
"Vietnam",1999,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2000,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2001,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2002,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2003,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2004,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2005,"Central Bank/Multiple Specialised","SEC"
"Vietnam",2006,"Central Bank/Multiple Specialised","SEC"
"Zambia",1987,"Central Bank/MoF","Neither"
"Zambia",1988,"Central Bank/MoF","Neither"
"Zambia",1989,"Central Bank/MoF","Neither"
"Zambia",1990,"Central Bank/MoF","Neither"
"Zambia",1991,"Central Bank/MoF","Neither"
"Zambia",1992,"Central Bank/MoF","Neither"
"Zambia",1993,"Central Bank/Multiple Specialised","SEC"
"Zambia",1994,"Central Bank/Multiple Specialised","SEC"
"Zambia",1995,"Central Bank/Multiple Specialised","SEC"
"Zambia",1996,"Central Bank/Multiple Specialised","SEC"
"Zambia",1997,"Central Bank/Multiple Specialised","SEC"
"Zambia",1998,"Central Bank/Multiple Specialised","SEC"
"Zambia",1999,"Central Bank/Multiple Specialised","SEC"
"Zambia",2000,"Central Bank/Multiple Specialised","SEC"
"Zambia",2001,"Central Bank/Multiple Specialised","SEC"
"Zambia",2002,"Central Bank/Multiple Specialised","SEC"
"Zambia",2003,"Central Bank/Multiple Specialised","SEC"
"Zambia",2004,"Central Bank/Multiple Specialised","SEC"
"Zambia",2005,"Central Bank/Multiple Specialised","SEC"
"Zambia",2006,"Central Bank/Multiple Specialised","SEC"
